content,category
This is unacceptable. The customer support is terrible.,complaint
I've been waiting over a week for refund and still nothing!,complaint
What's the difference between tablet and laptop?,product_information
What are the price of the laptop?,product_information
The specifications feature isn't working on my headphones.,technical_support
Can I update my shipping address?,account_inquiry
Can I get my money back for phone? It doesn't work properly.,refund_request
Can I update my payment method?,account_inquiry
Can you tell me more about the camera quality feature?,product_information
The dimensions feature isn't working on my smartwatch.,technical_support
Can I update my email address?,account_inquiry
I keep getting an error when trying to sync.,technical_support
What's the difference between laptop and smartwatch?,product_information
Is the smartwatch compatible with printer?,product_information
My camera won't install. Can you help?,technical_support
Is the smartwatch compatible with printer?,product_information
Can I update my email address?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
Can I update my email address?,account_inquiry
What's the difference between camera and printer?,product_information
The camera arrived damaged. I need a refund please.,refund_request
How do I download on my camera?,technical_support
How do I request a refund for order #93308?,refund_request
This is unacceptable. The service is terrible.,complaint
How do I check my account status?,account_inquiry
How do I install on my phone?,technical_support
What's the difference between phone and camera?,product_information
I want to return my laptop and get a refund.,refund_request
My headphones won't update. Can you help?,technical_support
Can you tell me more about the warranty feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
Can I update my shipping address?,account_inquiry
I'm very disappointed with delivery time.,complaint
Can I update my payment method?,account_inquiry
I'm very disappointed with customer support.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
How do I verify my account?,account_inquiry
